ASN,Time,GT,CC
17638,18:00-18:40,0,0
17672,18:00-18:40,0,0
17676,18:00-18:40,0,0
17746,18:00-18:40,0,0
17762,18:00-18:40,0,0
17785,18:00-18:40,0,0
17799,18:00-18:40,0,0
17809,18:00-18:40,0,0
17813,18:00-18:40,0,0
17816,18:00-18:40,0,0
17820,18:00-18:40,0,0
17841,18:00-18:40,0,0
17849,18:00-18:40,0,0
17858,18:00-18:40,0,0
17877,18:00-18:40,0,0
17883,18:00-18:40,0,0
17896,18:00-18:40,0,0
17897,18:00-18:40,0,0
17908,18:00-18:40,0,0
17923,18:00-18:40,0,0
17962,18:00-18:40,0,0
17964,18:00-18:40,0,0
17968,18:00-18:40,0,0
17974,18:00-18:40,0,0
18001,18:00-18:40,0,0
18042,18:00-18:40,0,0
18101,18:00-18:40,1,0
18126,18:00-18:40,0,0
18182,18:00-18:40,0,0
18207,18:00-18:40,0,0
18209,18:00-18:40,0,0
18231,18:00-18:40,0,0
18291,18:00-18:40,0,0
18302,18:00-18:40,0,0
18359,18:00-18:40,0,0
18403,18:00-18:40,0,0
18566,18:00-18:40,0,0
18747,18:00-18:40,0,0
18809,18:00-18:40,0,0
18812,18:00-18:40,0,0
18881,18:00-18:40,0,0
19037,18:00-18:40,0.5,0
19090,18:00-18:40,0,0
19108,18:00-18:40,0,0
19182,18:00-18:40,0,0
19262,18:00-18:40,0,0
19429,18:00-18:40,0,0
19817,18:00-18:40,0,0
20001,18:00-18:40,0,0
20057,18:00-18:40,0,0
20115,18:00-18:40,0,0
20207,18:00-18:40,0,0
20214,18:00-18:40,0,0
20255,18:00-18:40,0,0
20485,18:00-18:40,0,0
20500,18:00-18:40,0,0
20632,18:00-18:40,0,0
20676,18:00-18:40,0,0
20771,18:00-18:40,0,0
20797,18:00-18:40,0,0
20804,18:00-18:40,0,0
20825,18:00-18:40,0,0
20838,18:00-18:40,0,0
20845,18:00-18:40,0,0
20858,18:00-18:40,0,0
20910,18:00-18:40,0,0
20959,18:00-18:40,0,0
20960,18:00-18:40,0,0
21003,18:00-18:40,0,0
21017,18:00-18:40,0,0
21021,18:00-18:40,0,0
21050,18:00-18:40,0,0
21127,18:00-18:40,0,0
21219,18:00-18:40,0,0
21229,18:00-18:40,0,0
21327,18:00-18:40,0,0
21341,18:00-18:40,0,0
21479,18:00-18:40,0,0
21497,18:00-18:40,0,0
21502,18:00-18:40,0,0
21826,18:00-18:40,0,0
21844,18:00-18:40,0,0
22047,18:00-18:40,1,1
22085,18:00-18:40,0,0
22351,18:00-18:40,0,0
22689,18:00-18:40,0,0
22773,18:00-18:40,0,0
22927,18:00-18:40,1,0
23106,18:00-18:40,0,0
23184,18:00-18:40,0,1
23201,18:00-18:40,0,0
23216,18:00-18:40,0,0
23504,18:00-18:40,0,0
23563,18:00-18:40,0,0
23693,18:00-18:40,0,0
23700,18:00-18:40,0,0
23724,18:00-18:40,0,0
23752,18:00-18:40,0,0
23771,18:00-18:40,0,0
23772,18:00-18:40,0,0
23889,18:00-18:40,0,0
23966,18:00-18:40,0,0
24086,18:00-18:40,0,0
24139,18:00-18:40,0,0
24157,18:00-18:40,0,0
24158,18:00-18:40,0,0
24326,18:00-18:40,0,0
24342,18:00-18:40,0,0
24560,18:00-18:40,0,0
24698,18:00-18:40,0,1
24718,18:00-18:40,0,0
24731,18:00-18:40,0,0
24814,18:00-18:40,0,0
24863,18:00-18:40,0,0
24955,18:00-18:40,0,0
25008,18:00-18:40,0,0
25019,18:00-18:40,0,0
25144,18:00-18:40,0,0
25169,18:00-18:40,0,0
25229,18:00-18:40,0,0
25233,18:00-18:40,0,0
25405,18:00-18:40,0,0
25436,18:00-18:40,0,0
25441,18:00-18:40,0,0
25490,18:00-18:40,0,0
25513,18:00-18:40,0,0
25515,18:00-18:40,0,0
25620,18:00-18:40,0,1
26599,18:00-18:40,0,0
26611,18:00-18:40,0,0
26615,18:00-18:40,0,0
27680,18:00-18:40,0,0
27699,18:00-18:40,0,0
27724,18:00-18:40,0.5,1
27747,18:00-18:40,0,0
27925,18:00-18:40,0,0
27947,18:00-18:40,0,0
28573,18:00-18:40,0,0
28708,18:00-18:40,0,0
28719,18:00-18:40,0,0
28751,18:00-18:40,0,0
28753,18:00-18:40,0,0
28812,18:00-18:40,0,0
28840,18:00-18:40,0,0
28885,18:00-18:40,0,0
29049,18:00-18:40,0,0
29113,18:00-18:40,0,0
29119,18:00-18:40,0,0
29314,18:00-18:40,0,0
29518,18:00-18:40,0,0
29550,18:00-18:40,0,0
29571,18:00-18:40,0,0
29975,18:00-18:40,0,0
30058,18:00-18:40,0,0
30722,18:00-18:40,0,0
30764,18:00-18:40,0,0
30890,18:00-18:40,0,0
31012,18:00-18:40,0,0
31042,18:00-18:40,0,0
31094,18:00-18:40,0,0
31242,18:00-18:40,0,0
31252,18:00-18:40,0,0
31334,18:00-18:40,0,0
31359,18:00-18:40,0,0
31514,18:00-18:40,0,0
31549,18:00-18:40,0,0
31939,18:00-18:40,0,0
33070,18:00-18:40,0,0
33139,18:00-18:40,0,0
33287,18:00-18:40,0,0
33490,18:00-18:40,0,0
33491,18:00-18:40,0,0
33650,18:00-18:40,0,0
33651,18:00-18:40,0,0
33652,18:00-18:40,0,0
33657,18:00-18:40,0,0
33662,18:00-18:40,0,0
33668,18:00-18:40,0,0
33774,18:00-18:40,0,0
33922,18:00-18:40,0,0
33934,18:00-18:40,0,0
34058,18:00-18:40,0,0
34123,18:00-18:40,0,0
34137,18:00-18:40,0,0
34145,18:00-18:40,0,0
34397,18:00-18:40,0,0
34400,18:00-18:40,0,0
34584,18:00-18:40,0,0
34588,18:00-18:40,0,0
34594,18:00-18:40,0,0
34695,18:00-18:40,0,0
34772,18:00-18:40,0,0
34974,18:00-18:40,0,0
34984,18:00-18:40,0,0
35002,18:00-18:40,0,0
35154,18:00-18:40,0,0
35228,18:00-18:40,0,0
35244,18:00-18:40,0,0
35612,18:00-18:40,0,0
35805,18:00-18:40,0,0
35807,18:00-18:40,0,0
36351,18:00-18:40,0,0
36727,18:00-18:40,0,0
36947,18:00-18:40,0,0
37903,18:00-18:40,0,0
37986,18:00-18:40,0,0
38264,18:00-18:40,0,0
38266,18:00-18:40,0,0
38285,18:00-18:40,0,0
38322,18:00-18:40,0,0
38356,18:00-18:40,0,0
38444,18:00-18:40,0,0
38552,18:00-18:40,0,0
38661,18:00-18:40,0,0
38710,18:00-18:40,0,0
39229,18:00-18:40,0,0
39354,18:00-18:40,0,0
39501,18:00-18:40,0,0
39651,18:00-18:40,0,0
41440,18:00-18:40,0,0
41881,18:00-18:40,0,0
41900,18:00-18:40,0,0
42298,18:00-18:40,0,0
42610,18:00-18:40,0,0
42825,18:00-18:40,0,0
42863,18:00-18:40,0,0
43234,18:00-18:40,0,0
43447,18:00-18:40,0,0
44038,18:00-18:40,0,0
44939,18:00-18:40,0,0
44957,18:00-18:40,0,0
45143,18:00-18:40,0,0
45609,18:00-18:40,0,0
47524,18:00-18:40,0,0
47589,18:00-18:40,0,0
