ASN,Time,GT,CC
26599,8:30-9:30,0,0
26611,8:30-9:30,0,0
26615,8:30-9:30,0,0
27364,8:30-9:30,0,0
27589,8:30-9:30,0,0
27665,8:30-9:30,0,0
27680,8:30-9:30,0,0
27699,8:30-9:30,0,0
27724,8:30-9:30,0,0
27747,8:30-9:30,0,0
27831,8:30-9:30,0,0
27925,8:30-9:30,0,0
28347,8:30-9:30,1,1
28573,8:30-9:30,0,0
28708,8:30-9:30,1,0
28719,8:30-9:30,0,0
28725,8:30-9:30,0,0
28751,8:30-9:30,0,0
28753,8:30-9:30,0,0
28812,8:30-9:30,0,0
28840,8:30-9:30,0,0
29049,8:30-9:30,0,0
29113,8:30-9:30,0,0
29154,8:30-9:30,0,0
29247,8:30-9:30,0,0
29314,8:30-9:30,0,0
29328,8:30-9:30,0,0
29357,8:30-9:30,0,0
29456,8:30-9:30,0,0
29518,8:30-9:30,0,0
29550,8:30-9:30,0,0
29571,8:30-9:30,0,0
29614,8:30-9:30,1,0
29695,8:30-9:30,0,0
29737,8:30-9:30,0,0
29761,8:30-9:30,0,0
29859,8:30-9:30,0,0
29895,8:30-9:30,0,0
29975,8:30-9:30,0,0
30058,8:30-9:30,0,0
30689,8:30-9:30,0,0
30722,8:30-9:30,0,0
30764,8:30-9:30,0,0
30890,8:30-9:30,0,0
30902,8:30-9:30,0,0
31012,8:30-9:30,0,0
31034,8:30-9:30,0,0
31042,8:30-9:30,0,0
31094,8:30-9:30,0,0
31148,8:30-9:30,0,0
31200,8:30-9:30,0,0
31252,8:30-9:30,0,0
31334,8:30-9:30,1,0
31514,8:30-9:30,0,0
32107,8:30-9:30,0,0
33139,8:30-9:30,0,0
33287,8:30-9:30,0,0
33489,8:30-9:30,0,0
33490,8:30-9:30,0,0
33491,8:30-9:30,0,0
33588,8:30-9:30,0,0
33650,8:30-9:30,0,0
33651,8:30-9:30,0,0
33652,8:30-9:30,0,0
33654,8:30-9:30,0,0
33657,8:30-9:30,0,0
33660,8:30-9:30,0,0
33662,8:30-9:30,0,0
33666,8:30-9:30,0,0
33668,8:30-9:30,0,0
33774,8:30-9:30,0,0
33922,8:30-9:30,0,0
33934,8:30-9:30,0,0
34058,8:30-9:30,0,0
34123,8:30-9:30,0,0
34137,8:30-9:30,0,0
34400,8:30-9:30,0,0
34533,8:30-9:30,0,0
34584,8:30-9:30,0,0
34588,8:30-9:30,0,0
34594,8:30-9:30,0,0
34602,8:30-9:30,0,0
34695,8:30-9:30,0,0
34772,8:30-9:30,0,0
34779,8:30-9:30,0,0
34875,8:30-9:30,0,0
34984,8:30-9:30,0,0
35002,8:30-9:30,0,0
35141,8:30-9:30,0,0
35154,8:30-9:30,0,0
35191,8:30-9:30,0,0
35228,8:30-9:30,0,0
35244,8:30-9:30,0,0
35389,8:30-9:30,0,0
35567,8:30-9:30,0,0
35612,8:30-9:30,0,0
35736,8:30-9:30,0,0
35807,8:30-9:30,0,0
35819,8:30-9:30,0,0
35911,8:30-9:30,0,0
36149,8:30-9:30,0,0
36351,8:30-9:30,0,0
36522,8:30-9:30,0,0
36727,8:30-9:30,0,0
36937,8:30-9:30,0.5,0
36947,8:30-9:30,0,0
36992,8:30-9:30,0,0
36996,8:30-9:30,0,0
37903,8:30-9:30,0,0
37986,8:30-9:30,0,0
38091,8:30-9:30,0,0
38264,8:30-9:30,0,0
38266,8:30-9:30,0,0
38285,8:30-9:30,0,0
38322,8:30-9:30,0,0
38661,8:30-9:30,0,0
39229,8:30-9:30,0,0
39354,8:30-9:30,0,0
39501,8:30-9:30,0,0
39651,8:30-9:30,0,0
40285,8:30-9:30,0,0
41164,8:30-9:30,0,0
41440,8:30-9:30,0,0
41682,8:30-9:30,0,0
41843,8:30-9:30,0,0
41920,8:30-9:30,0,0
42298,8:30-9:30,1,0
42610,8:30-9:30,0,0
42682,8:30-9:30,0,0
42863,8:30-9:30,1,0
43234,8:30-9:30,0,0
43447,8:30-9:30,0,0
44034,8:30-9:30,0,0
44038,8:30-9:30,0,0
44581,8:30-9:30,0,0
44957,8:30-9:30,0,0
45143,8:30-9:30,0,0
45271,8:30-9:30,0,0
45514,8:30-9:30,0,0
45528,8:30-9:30,0,0
45543,8:30-9:30,0,0
45595,8:30-9:30,0,0
45609,8:30-9:30,0,0
45899,8:30-9:30,0,0
47394,8:30-9:30,0,0
47395,8:30-9:30,0,0
47524,8:30-9:30,0,0
47589,8:30-9:30,0,0
47794,8:30-9:30,0,0
48161,8:30-9:30,0,0
49363,8:30-9:30,0,0
49544,8:30-9:30,0,0
55577,8:30-9:30,0,0
131222,8:30-9:30,0,0
