ASN,Time,GT,CC
12357,14:00-15:00,0,0
12361,14:00-15:00,0,0
12389,14:00-15:00,0,0
12400,14:00-15:00,1,0
12476,14:00-15:00,0,0
12479,14:00-15:00,0,0
12530,14:00-15:00,0,0
12542,14:00-15:00,0,0
12576,14:00-15:00,0,0
12578,14:00-15:00,0,0
12615,14:00-15:00,0,0
12635,14:00-15:00,0,0
12668,14:00-15:00,0,0
12670,14:00-15:00,0,0
12683,14:00-15:00,0,0
12705,14:00-15:00,0,0
12714,14:00-15:00,0,0
12715,14:00-15:00,0,0
12741,14:00-15:00,0,0
12772,14:00-15:00,0,0
12874,14:00-15:00,0,0
12880,14:00-15:00,0,0
12946,14:00-15:00,0,0
12956,14:00-15:00,0,0
12958,14:00-15:00,0,0
12969,14:00-15:00,0,0
12975,14:00-15:00,0,0
12978,14:00-15:00,0,0
13036,14:00-15:00,0,0
13118,14:00-15:00,0,0
13124,14:00-15:00,0,0
13127,14:00-15:00,0,0
13156,14:00-15:00,0,0
13184,14:00-15:00,0,0
13188,14:00-15:00,0,0
13280,14:00-15:00,0,0
13285,14:00-15:00,0,0
13333,14:00-15:00,0,0
13367,14:00-15:00,0,0
13407,14:00-15:00,0,0
13489,14:00-15:00,0,0
13768,14:00-15:00,0,0
13999,14:00-15:00,0,0
14080,14:00-15:00,0,0
14259,14:00-15:00,0,0
14265,14:00-15:00,0,0
14420,14:00-15:00,0,0
14571,14:00-15:00,0,0
14615,14:00-15:00,1,0
14618,14:00-15:00,0,0
14638,14:00-15:00,0,0
14654,14:00-15:00,0,0
15003,14:00-15:00,0,0
15169,14:00-15:00,0,0
15290,14:00-15:00,0,0
15311,14:00-15:00,0,0
15395,14:00-15:00,0,0
15418,14:00-15:00,0,0
15419,14:00-15:00,0,0
15467,14:00-15:00,0,0
15468,14:00-15:00,0,0
15500,14:00-15:00,0,0
15557,14:00-15:00,0,0
15589,14:00-15:00,0,0
15659,14:00-15:00,0,0
15732,14:00-15:00,0,0
15774,14:00-15:00,0,0
15802,14:00-15:00,0,0
15830,14:00-15:00,0,0
15857,14:00-15:00,0,0
15895,14:00-15:00,1,0
15958,14:00-15:00,1,0
15975,14:00-15:00,0,0
16010,14:00-15:00,0,0
16086,14:00-15:00,0,0
16135,14:00-15:00,0,0
16232,14:00-15:00,0,0
16265,14:00-15:00,0,0
16276,14:00-15:00,0,0
16299,14:00-15:00,0,0
16322,14:00-15:00,0,0
16586,14:00-15:00,1,0
16735,14:00-15:00,0,0
16810,14:00-15:00,0,0
16814,14:00-15:00,0,0
