ASN,Time,GT,CC
20001,16:20-17:20,0,0
20115,16:20-17:20,0,0
20214,16:20-17:20,0,0
20485,16:20-17:20,0,0
20632,16:20-17:20,0,0
20771,16:20-17:20,0,0
20838,16:20-17:20,0,0
20845,16:20-17:20,0,0
21017,16:20-17:20,0,0
21021,16:20-17:20,0,0
21050,16:20-17:20,0,0
21127,16:20-17:20,0,0
21220,16:20-17:20,0,0
21229,16:20-17:20,0,0
21327,16:20-17:20,0,0
21341,16:20-17:20,0,0
21502,16:20-17:20,0,0
21844,16:20-17:20,0,0
22047,16:20-17:20,0,0
22773,16:20-17:20,0,0
22927,16:20-17:20,0,0
23504,16:20-17:20,0,0
23693,16:20-17:20,0,0
23700,16:20-17:20,0,0
23724,16:20-17:20,0,0
23771,16:20-17:20,0,0
23772,16:20-17:20,0,0
23889,16:20-17:20,0,0
23966,16:20-17:20,0,0
24139,16:20-17:20,0,0
24158,16:20-17:20,0,0
24326,16:20-17:20,0,0
24560,16:20-17:20,0,0
24698,16:20-17:20,0,0
24814,16:20-17:20,0,0
25008,16:20-17:20,0,0
25019,16:20-17:20,0,0
25405,16:20-17:20,0,0
25436,16:20-17:20,0,0
25441,16:20-17:20,0,0
25490,16:20-17:20,0,0
25513,16:20-17:20,0,0
25515,16:20-17:20,0,0
25620,16:20-17:20,0,0
26599,16:20-17:20,0,0
26611,16:20-17:20,0,0
26615,16:20-17:20,0,0
27699,16:20-17:20,0,0
27724,16:20-17:20,0,0
27747,16:20-17:20,0,0
27925,16:20-17:20,0,0
28573,16:20-17:20,0,0
28708,16:20-17:20,0,0
28719,16:20-17:20,0,0
28840,16:20-17:20,0,0
28885,16:20-17:20,0,0
29119,16:20-17:20,0,0
29314,16:20-17:20,0,0
29550,16:20-17:20,0,0
30058,16:20-17:20,0,0
30722,16:20-17:20,0,0
30890,16:20-17:20,0,0
31042,16:20-17:20,0,0
31094,16:20-17:20,0,0
31252,16:20-17:20,0,0
31334,16:20-17:20,0,0
31514,16:20-17:20,0,0
32613,16:20-17:20,0,0
33287,16:20-17:20,0,0
33490,16:20-17:20,0,0
33491,16:20-17:20,0,0
33650,16:20-17:20,0,0
33651,16:20-17:20,0,0
33652,16:20-17:20,0,0
33657,16:20-17:20,0,0
33668,16:20-17:20,0,0
33922,16:20-17:20,0,0
34058,16:20-17:20,0,0
34137,16:20-17:20,0,0
34145,16:20-17:20,0,0
34400,16:20-17:20,0,0
35002,16:20-17:20,0,0
35228,16:20-17:20,0,0
36351,16:20-17:20,0,0
37903,16:20-17:20,0,0
37981,16:20-17:20,0,0
38285,16:20-17:20,0,0
38661,16:20-17:20,0,0
39229,16:20-17:20,0,0
39651,16:20-17:20,0,0
41440,16:20-17:20,0,0
42825,16:20-17:20,0,0
42863,16:20-17:20,0,0
43234,16:20-17:20,0,0
43447,16:20-17:20,0,0
44034,16:20-17:20,0,0
44038,16:20-17:20,0,0
44957,16:20-17:20,0,0
47524,16:20-17:20,0,0
